4.087	0.009	-0.013	0.027	-0.024	0.009	-0.033	0.02	-0.009	-0.004	-0.005	-0.006	5.019	5.024	5.013	5.022	5
4.186	0.009	-0.014	0.028	-0.025	0.009	-0.031	0.02	-0.009	-0.003	-0.005	-0.006	5.019	5.024	5.014	5.022	5.001
4.287	0.007	-0.013	0.027	-0.025	0.009	-0.031	0.02	-0.009	-0.003	-0.005	-0.006	5.019	5.024	5.014	5.023	5.002
4.397	0.007	-0.013	0.028	-0.024	0.009	-0.031	0.02	-0.009	-0.004	-0.005	-0.008	5.018	5.024	5.013	5.022	5.002
4.499	0.007	-0.014	0.027	-0.023	0.011	-0.031	0.019	-0.01	-0.002	-0.006	-0.007	5.018	5.023	5.013	5.022	5.002
4.651	0.008	-0.013	0.026	-0.022	0.01	-0.033	0.018	-0.013	-0.003	-0.006	-0.009	5.018	5.024	5.013	5.022	5.003
4.73	0.007	-0.014	0.022	-0.022	0.004	-0.034	0.016	-0.015	-0.005	-0.008	-0.01	5.018	5.023	5.013	5.022	5.004
4.829	0.008	-0.015	0.021	-0.023	0.004	-0.035	0.014	-0.02	-0.007	-0.009	-0.015	5.018	5.023	5.013	5.022	5.004
4.964	0.008	-0.017	0.019	-0.024	0.001	-0.036	0.013	-0.024	-0.008	-0.009	-0.017	5.018	5.023	5.013	5.023	5.005
5.072	0.007	-0.018	0.017	-0.024	-0.004	-0.038	0.01	-0.026	-0.01	-0.011	-0.02	5.018	5.023	5.013	5.023	5.006
5.17	0.005	-0.019	0.014	-0.024	-0.007	-0.04	0.01	-0.028	-0.012	-0.013	-0.023	5.018	5.024	5.013	5.021	5.007
5.283	0.005	-0.02	0.013	-0.025	-0.012	-0.042	0.009	-0.031	-0.013	-0.014	-0.025	5.018	5.024	5.013	5.021	5.008
5.405	0.004	-0.02	0.012	-0.026	-0.014	-0.044	0.007	-0.033	-0.013	-0.015	-0.027	5.018	5.024	5.013	5.022	5.008
5.523	0.005	-0.02	0.01	-0.025	-0.016	-0.044	0.006	-0.037	-0.014	-0.017	-0.03	5.018	5.023	5.013	5.021	5.009
5.632	0.006	-0.022	0.009	-0.025	-0.016	-0.045	0.007	-0.037	-0.015	-0.018	-0.03	5.018	5.023	5.013	5.022	5.01
5.736	0.008	-0.021	0.009	-0.024	-0.012	-0.045	0.006	-0.035	-0.014	-0.018	-0.03	5.018	5.024	5.013	5.022	5.011
5.858	0.009	-0.021	0.008	-0.02	-0.002	-0.044	0.008	-0.032	-0.012	-0.018	-0.029	5.019	5.024	5.014	5.022	5.012
5.984	0.012	-0.018	0.009	-0.019	0.004	-0.042	0.011	-0.026	-0.009	-0.019	-0.025	5.019	5.024	5.014	5.023	5.013
6.085	0.015	-0.015	0.011	-0.014	0.014	-0.036	0.014	-0.02	-0.005	-0.017	-0.018	5.018	5.024	5.014	5.023	5.015
6.188	0.017	-0.011	0.012	-0.01	0.028	-0.032	0.019	-0.01	0.001	-0.015	-0.013	5.019	5.025	5.015	5.023	5.016
6.227	0.02	-0.008	0.014	-0.008	0.041	-0.029	0.023	-0.003	0.007	-0.013	-0.003	5.019	5.025	5.015	5.024	5.017
6.249	0.024	-0.005	0.016	-0.005	0.053	-0.026	0.027	0.004	0.012	-0.011	0.002	5.019	5.025	5.015	5.025	5.018
6.28	0.027	-0.003	0.018	-0.003	0.06	-0.023	0.029	0.009	0.015	-0.012	0.005	5.018	5.024	5.015	5.024	5.018
6.29	0.028	-0.001	0.019	-0.002	0.067	-0.021	0.031	0.013	0.016	-0.012	0.005	5.018	5.025	5.014	5.024	5.019
6.294	0.028	0	0.019	-0.001	0.066	-0.02	0.031	0.012	0.016	-0.012	0.005	5.018	5.024	5.015	5.024	5.019
6.294	0.03	-0.001	0.019	0	0.069	-0.021	0.03	0.011	0.017	-0.014	0.002	5.018	5.024	5.014	5.023	5.018
6.28	0.031	-0.001	0.017	-0.001	0.067	-0.02	0.029	0.011	0.014	-0.015	0.001	5.018	5.023	5.013	5.023	5.018
6.275	0.031	0	0.016	0	0.067	-0.022	0.03	0.008	0.015	-0.016	-0.002	5.019	5.024	5.014	5.022	5.018
6.268	0.031	-0.001	0.014	-0.002	0.064	-0.024	0.029	0.008	0.013	-0.018	-0.003	5.018	5.024	5.013	5.022	5.018
6.257	0.03	-0.003	0.013	-0.002	0.057	-0.025	0.028	0.004	0.011	-0.02	-0.008	5.018	5.023	5.013	5.022	5.017
6.248	0.031	-0.005	0.01	-0.002	0.054	-0.027	0.026	0	0.01	-0.021	-0.009	5.018	5.023	5.013	5.022	5.017
6.225	0.031	-0.005	0.008	-0.003	0.05	-0.028	0.026	-0.001	0.008	-0.024	-0.015	5.018	5.023	5.013	5.022	5.016
6.194	0.03	-0.006	0.006	-0.003	0.049	-0.029	0.023	-0.005	0.006	-0.025	-0.017	5.019	5.023	5.013	5.022	5.016
6.163	0.029	-0.008	0.005	-0.004	0.043	-0.031	0.022	-0.007	0.004	-0.026	-0.021	5.018	5.023	5.013	5.021	5.015
6.126	0.028	-0.01	0.004	-0.005	0.038	-0.031	0.02	-0.009	0.003	-0.027	-0.022	5.018	5.023	5.012	5.021	5.015
6.097	0.027	-0.011	0.003	-0.005	0.033	-0.032	0.02	-0.009	0.003	-0.027	-0.024	5.018	5.023	5.013	5.022	5.015
6.055	0.025	-0.013	0.004	-0.006	0.029	-0.031	0.019	-0.01	0.002	-0.028	-0.026	5.018	5.023	5.013	5.021	5.014
5.995	0.024	-0.013	0.004	-0.007	0.026	-0.032	0.019	-0.01	0	-0.028	-0.026	5.018	5.023	5.013	5.021	5.014
5.946	0.024	-0.013	0.004	-0.008	0.023	-0.032	0.019	-0.012	-0.001	-0.028	-0.028	5.018	5.023	5.013	5.021	5.013
5.894	0.023	-0.016	0.004	-0.009	0.02	-0.033	0.02	-0.01	0	-0.028	-0.026	5.018	5.023	5.013	5.021	5.013
5.837	0.023	-0.015	0.004	-0.01	0.022	-0.032	0.02	-0.009	0	-0.028	-0.026	5.018	5.023	5.013	5.022	5.013
5.785	0.024	-0.016	0.005	-0.01	0.019	-0.032	0.021	-0.008	0	-0.028	-0.027	5.018	5.023	5.013	5.021	5.013
5.7	0.023	-0.016	0.006	-0.011	0.021	-0.032	0.021	-0.01	0	-0.028	-0.025	5.018	5.023	5.013	5.021	5.013
5.634	0.023	-0.015	0.006	-0.011	0.02	-0.032	0.02	-0.01	0.001	-0.029	-0.025	5.018	5.023	5.013	5.021	5.012
5.548	0.023	-0.014	0.006	-0.011	0.021	-0.032	0.02	-0.008	0.001	-0.027	-0.024	5.018	5.022	5.012	5.021	5.011
5.471	0.022	-0.014	0.006	-0.011	0.02	-0.032	0.021	-0.008	0.002	-0.027	-0.023	5.018	5.022	5.012	5.021	5.011
5.383	0.025	-0.013	0.007	-0.012	0.023	-0.031	0.021	-0.008	0.003	-0.025	-0.02	5.018	5.022	5.013	5.021	5.01
5.259	0.025	-0.013	0.009	-0.011	0.028	-0.032	0.023	-0.007	0.005	-0.024	-0.017	5.018	5.022	5.012	5.021	5.009
5.196	0.027	-0.011	0.008	-0.01	0.034	-0.03	0.023	-0.004	0.005	-0.022	-0.015	5.019	5.023	5.013	5.021	5.009
5.105	0.029	-0.009	0.011	-0.009	0.038	-0.028	0.024	-0.003	0.008	-0.021	-0.013	5.018	5.023	5.013	5.022	5.009
5.02	0.03	-0.008	0.012	-0.009	0.043	-0.028	0.024	-0.002	0.009	-0.019	-0.009	5.018	5.023	5.013	5.022	5.008
4.928	0.03	-0.007	0.015	-0.008	0.045	-0.028	0.026	0	0.011	-0.018	-0.004	5.019	5.023	5.013	5.022	5.007
4.848	0.031	-0.005	0.015	-0.009	0.048	-0.027	0.027	0.003	0.011	-0.017	-0.004	5.018	5.023	5.013	5.021	5.007
4.76	0.032	-0.002	0.016	-0.008	0.055	-0.027	0.027	0.002	0.014	-0.016	-0.001	5.018	5.022	5.012	5.022	5.006
4.667	0.032	-0.002	0.018	-0.007	0.057	-0.026	0.028	0.004	0.015	-0.014	0.003	5.019	5.022	5.013	5.021	5.006
4.581	0.034	0	0.019	-0.008	0.06	-0.024	0.028	0.005	0.017	-0.013	0.006	5.019	5.023	5.013	5.021	5.005
4.482	0.034	0	0.021	-0.009	0.058	-0.025	0.029	0.005	0.016	-0.011	0.008	5.019	5.023	5.013	5.021	5.004
4.386	0.032	0	0.022	-0.009	0.058	-0.025	0.028	0.005	0.016	-0.01	0.008	5.018	5.023	5.013	5.021	5.003
4.265	0.033	-0.003	0.021	-0.011	0.049	-0.027	0.027	0.001	0.014	-0.009	0.005	5.018	5.022	5.013	5.02	5.002
4.13	0.027	-0.005	0.02	-0.014	0.04	-0.03	0.023	-0.005	0.01	-0.011	0.002	5.018	5.022	5.012	5.02	5.001
4.026	0.024	-0.01	0.019	-0.018	0.025	-0.034	0.019	-0.013	0.005	-0.013	-0.007	5.018	5.022	5.012	5.02	5
3.947	0.019	-0.014	0.017	-0.02	0.011	-0.037	0.014	-0.022	-0.001	-0.014	-0.015	5.018	5.021	5.011	5.02	4.999
3.885	0.014	-0.017	0.014	-0.024	-0.002	-0.042	0.01	-0.03	-0.005	-0.016	-0.02	5.018	5.021	5.011	5.02	4.998
3.837	0.011	-0.02	0.012	-0.027	-0.016	-0.043	0.007	-0.035	-0.01	-0.015	-0.023	5.018	5.022	5.011	5.02	4.997
3.788	0.009	-0.022	0.01	-0.028	-0.019	-0.046	0.006	-0.039	-0.013	-0.017	-0.028	5.018	5.022	5.011	5.019	4.997
3.746	0.008	-0.023	0.01	-0.03	-0.024	-0.047	0.004	-0.04	-0.014	-0.016	-0.028	5.018	5.022	5.012	5.02	4.996
3.713	0.008	-0.023	0.011	-0.03	-0.023	-0.045	0.005	-0.038	-0.015	-0.016	-0.03	5.018	5.022	5.011	5.02	4.996
3.688	0.008	-0.023	0.012	-0.031	-0.024	-0.045	0.005	-0.037	-0.014	-0.015	-0.027	5.018	5.023	5.012	5.02	4.996
3.664	0.006	-0.024	0.013	-0.032	-0.024	-0.044	0.007	-0.035	-0.015	-0.013	-0.026	5.018	5.023	5.012	5.02	4.997
3.649	0.007	-0.023	0.014	-0.031	-0.022	-0.043	0.008	-0.034	-0.013	-0.013	-0.024	5.018	5.023	5.012	5.021	4.997
3.624	0.007	-0.022	0.016	-0.031	-0.017	-0.042	0.009	-0.032	-0.012	-0.011	-0.02	5.019	5.023	5.012	5.021	4.997
3.62	0.007	-0.021	0.018	-0.031	-0.014	-0.042	0.01	-0.029	-0.01	-0.009	-0.018	5.019	5.023	5.012	5.021	4.997
3.62	0.007	-0.018	0.022	-0.03	-0.011	-0.041	0.012	-0.026	-0.008	-0.007	-0.014	5.018	5.023	5.013	5.021	4.997
3.618	0.007	-0.017	0.023	-0.03	-0.005	-0.039	0.013	-0.024	-0.006	-0.005	-0.009	5.018	5.023	5.013	5.022	4.997
3.636	0.007	-0.016	0.023	-0.029	-0.005	-0.038	0.014	-0.023	-0.004	-0.003	-0.006	5.018	5.022	5.013	5.022	4.997
3.652	0.008	-0.015	0.023	-0.028	0.002	-0.038	0.015	-0.021	-0.002	-0.003	-0.003	5.018	5.022	5.012	5.022	4.997
3.685	0.009	-0.014	0.025	-0.027	0.004	-0.036	0.016	-0.019	-0.002	-0.003	-0.004	5.018	5.023	5.012	5.022	4.997
3.722	0.009	-0.013	0.027	-0.027	0.007	-0.037	0.016	-0.017	0	-0.002	-0.002	5.018	5.023	5.013	5.022	4.997
3.76	0.01	-0.012	0.026	-0.025	0.008	-0.036	0.017	-0.017	0	-0.003	-0.002	5.018	5.023	5.013	5.022	4.998
3.819	0.012	-0.013	0.026	-0.027	0.007	-0.036	0.018	-0.016	0	-0.002	-0.001	5.018	5.023	5.013	5.022	4.998
3.872	0.011	-0.014	0.026	-0.026	0.011	-0.035	0.019	-0.014	0.001	-0.002	0.001	5.018	5.023	5.013	5.022	4.998
3.918	0.011	-0.014	0.026	-0.025	0.009	-0.035	0.018	-0.015	0.001	-0.002	0	5.018	5.023	5.013	5.022	4.999
3.983	0.011	-0.014	0.024	-0.025	0.008	-0.034	0.019	-0.014	0.002	-0.002	0.002	5.018	5.023	5.013	5.021	4.999
4.062	0.012	-0.015	0.023	-0.025	0.005	-0.034	0.018	-0.014	0.002	-0.002	0.001	5.018	5.024	5.013	5.022	4.999
4.158	0.01	-0.015	0.023	-0.024	0.005	-0.033	0.018	-0.013	0.002	-0.002	0	5.018	5.023	5.013	5.022	5
4.25	0.01	-0.015	0.023	-0.024	0.006	-0.033	0.018	-0.014	0.002	-0.002	0	5.018	5.023	5.013	5.022	5.001
4.349	0.009	-0.016	0.023	-0.023	0.006	-0.033	0.018	-0.015	0.002	-0.003	0.001	5.018	5.024	5.013	5.022	5.001
4.465	0.01	-0.015	0.022	-0.023	0.008	-0.034	0.017	-0.014	0.001	-0.003	-0.002	5.019	5.024	5.013	5.022	5.002
4.593	0.009	-0.016	0.022	-0.023	0.005	-0.034	0.017	-0.013	-0.002	-0.004	-0.004	5.019	5.025	5.014	5.022	5.002
4.692	0.01	-0.017	0.021	-0.023	0.004	-0.035	0.016	-0.017	-0.003	-0.007	-0.007	5.018	5.024	5.014	5.022	5.003
4.822	0.009	-0.018	0.02	-0.023	0.001	-0.037	0.014	-0.02	-0.004	-0.006	-0.009	5.018	5.023	5.013	5.022	5.004
4.928	0.008	-0.018	0.019	-0.023	0.001	-0.037	0.014	-0.023	-0.007	-0.009	-0.013	5.018	5.024	5.013	5.022	5.005
5.031	0.008	-0.019	0.018	-0.023	-0.001	-0.039	0.013	-0.026	-0.01	-0.01	-0.018	5.018	5.023	5.013	5.022	5.005
5.142	0.007	-0.019	0.017	-0.025	-0.006	-0.041	0.011	-0.028	-0.011	-0.012	-0.023	5.019	5.023	5.013	5.022	5.006
5.251	0.006	-0.019	0.016	-0.025	-0.006	-0.042	0.01	-0.031	-0.013	-0.014	-0.026	5.018	5.023	5.013	5.022	5.007
5.373	0.006	-0.02	0.014	-0.025	-0.009	-0.043	0.008	-0.033	-0.015	-0.015	-0.029	5.018	5.023	5.013	5.021	5.007
5.48	0.007	-0.02	0.013	-0.024	-0.009	-0.044	0.007	-0.034	-0.016	-0.016	-0.029	5.018	5.024	5.013	5.022	5.008
5.593	0.006	-0.021	0.01	-0.024	-0.012	-0.044	0.007	-0.035	-0.015	-0.015	-0.028	5.018	5.023	5.013	5.022	5.01
5.71	0.007	-0.022	0.009	-0.022	-0.01	-0.043	0.008	-0.034	-0.015	-0.017	-0.03	5.018	5.023	5.013	5.022	5.01
5.821	0.009	-0.02	0.01	-0.021	-0.003	-0.042	0.009	-0.031	-0.014	-0.018	-0.03	5.018	5.024	5.013	5.023	5.011
5.941	0.011	-0.017	0.009	-0.019	0.005	-0.04	0.011	-0.027	-0.012	-0.017	-0.028	5.018	5.024	5.014	5.023	5.013
6.062	0.014	-0.015	0.011	-0.015	0.015	-0.037	0.014	-0.021	-0.007	-0.017	-0.022	5.019	5.024	5.014	5.023	5.014
6.157	0.018	-0.01	0.013	-0.013	0.03	-0.033	0.019	-0.012	-0.002	-0.015	-0.014	5.018	5.024	5.015	5.023	5.016
6.206	0.021	-0.006	0.015	-0.008	0.041	-0.029	0.024	-0.002	0.005	-0.013	-0.006	5.018	5.025	5.015	5.024	5.016
6.245	0.025	-0.004	0.017	-0.007	0.052	-0.025	0.027	0.005	0.01	-0.01	0.002	5.019	5.024	5.015	5.024	5.017
6.273	0.027	-0.002	0.018	-0.005	0.06	-0.023	0.029	0.01	0.014	-0.01	0.005	5.019	5.025	5.015	5.024	5.018
6.297	0.03	0	0.018	-0.003	0.063	-0.019	0.031	0.012	0.016	-0.01	0.009	5.019	5.024	5.015	5.024	5.018
6.299	0.029	0.001	0.018	-0.002	0.066	-0.019	0.03	0.013	0.017	-0.011	0.008	5.018	5.024	5.014	5.024	5.018
6.288	0.03	-0.001	0.017	-0.002	0.067	-0.021	0.031	0.013	0.016	-0.013	0.007	5.018	5.024	5.014	5.023	5.018
6.291	0.03	-0.002	0.017	-0.002	0.064	-0.021	0.031	0.012	0.015	-0.014	0.003	5.018	5.023	5.013	5.023	5.018
6.286	0.03	-0.002	0.016	-0.002	0.061	-0.02	0.031	0.012	0.013	-0.014	0.001	5.019	5.023	5.013	5.022	5.018
6.273	0.03	-0.003	0.013	-0.003	0.057	-0.022	0.029	0.009	0.013	-0.016	-0.001	5.019	5.023	5.013	5.022	5.017
6.27	0.031	-0.005	0.012	-0.003	0.053	-0.022	0.028	0.009	0.012	-0.018	-0.004	5.018	5.023	5.013	5.022	5.017
6.25	0.03	-0.006	0.01	-0.003	0.051	-0.023	0.027	0.005	0.011	-0.019	-0.007	5.018	5.023	5.013	5.022	5.016
6.23	0.03	-0.007	0.008	-0.004	0.045	-0.025	0.026	0.004	0.008	-0.021	-0.01	5.018	5.023	5.013	5.022	5.016
6.208	0.029	-0.008	0.006	-0.005	0.041	-0.026	0.025	0.001	0.007	-0.023	-0.016	5.019	5.023	5.013	5.021	5.016
6.181	0.027	-0.01	0.005	-0.005	0.037	-0.028	0.024	-0.002	0.005	-0.026	-0.02	5.018	5.023	5.013	5.021	5.016
6.156	0.025	-0.011	0.005	-0.006	0.032	-0.028	0.023	-0.005	0.004	-0.027	-0.021	5.018	5.023	5.013	5.022	5.015
6.116	0.025	-0.011	0.004	-0.007	0.032	-0.031	0.022	-0.008	0.003	-0.027	-0.023	5.018	5.023	5.013	5.021	5.015
6.063	0.025	-0.012	0.004	-0.008	0.03	-0.031	0.019	-0.01	0.002	-0.027	-0.023	5.019	5.024	5.013	5.021	5.015
6.014	0.025	-0.012	0.004	-0.008	0.027	-0.032	0.019	-0.011	0.001	-0.027	-0.025	5.018	5.023	5.013	5.021	5.015
5.971	0.025	-0.013	0.005	-0.009	0.027	-0.033	0.018	-0.012	0.001	-0.027	-0.025	5.019	5.024	5.013	5.022	5.014
5.913	0.025	-0.012	0.004	-0.01	0.027	-0.034	0.019	-0.014	0.001	-0.027	-0.024	5.018	5.023	5.013	5.022	5.014
5.869	0.026	-0.012	0.005	-0.012	0.024	-0.032	0.018	-0.013	0.001	-0.028	-0.026	5.018	5.024	5.013	5.021	5.014
5.807	0.025	-0.011	0.005	-0.011	0.03	-0.033	0.018	-0.016	0.001	-0.027	-0.025	5.018	5.023	5.013	5.022	5.013
5.728	0.027	-0.011	0.004	-0.01	0.03	-0.035	0.018	-0.014	0.001	-0.026	-0.025	5.018	5.023	5.013	5.022	5.013
5.658	0.027	-0.011	0.004	-0.01	0.028	-0.034	0.018	-0.014	0.002	-0.027	-0.025	5.018	5.023	5.013	5.022	5.013
5.58	0.027	-0.012	0.005	-0.01	0.029	-0.034	0.018	-0.015	0.001	-0.026	-0.023	5.018	5.023	5.012	5.022	5.011
5.511	0.028	-0.011	0.004	-0.011	0.028	-0.034	0.019	-0.012	0.001	-0.026	-0.023	5.018	5.023	5.013	5.022	5.011
5.415	0.028	-0.012	0.005	-0.012	0.031	-0.033	0.019	-0.013	0.001	-0.025	-0.023	5.018	5.023	5.013	5.022	5.011
5.303	0.028	-0.01	0.007	-0.011	0.033	-0.033	0.02	-0.011	0.003	-0.023	-0.019	5.018	5.023	5.013	5.022	5.01
5.226	0.03	-0.009	0.008	-0.011	0.035	-0.032	0.02	-0.009	0.005	-0.021	-0.013	5.018	5.023	5.013	5.022	5.01
5.138	0.03	-0.008	0.01	-0.011	0.039	-0.03	0.022	-0.007	0.009	-0.021	-0.011	5.019	5.023	5.013	5.023	5.009
5.049	0.031	-0.008	0.012	-0.009	0.04	-0.03	0.023	-0.003	0.009	-0.019	-0.007	5.018	5.023	5.013	5.022	5.009
4.972	0.031	-0.006	0.013	-0.009	0.046	-0.028	0.024	-0.001	0.011	-0.018	-0.004	5.018	5.023	5.013	5.022	5.009
4.876	0.031	-0.004	0.016	-0.008	0.05	-0.026	0.025	0.001	0.013	-0.016	-0.002	5.018	5.023	5.013	5.022	5.008
4.788	0.031	-0.004	0.016	-0.008	0.053	-0.026	0.026	0.003	0.013	-0.013	0.002	5.018	5.023	5.012	5.022	5.007
4.7	0.032	-0.002	0.019	-0.007	0.057	-0.025	0.028	0.005	0.014	-0.012	0.004	5.018	5.023	5.013	5.022	5.006
4.614	0.033	-0.001	0.02	-0.007	0.058	-0.024	0.028	0.006	0.014	-0.011	0.007	5.018	5.023	5.013	5.022	5.006
4.519	0.032	-0.001	0.021	-0.007	0.06	-0.024	0.029	0.007	0.015	-0.01	0.006	5.018	5.023	5.013	5.022	5.005
4.417	0.032	-0.002	0.021	-0.008	0.059	-0.024	0.028	0.005	0.014	-0.009	0.007	5.019	5.023	5.013	5.022	5.004
